(-c*h-t*n)/(-s+z) = x*(-s+z)/(-s+z)	31.0	2.91363163371488	49.61290322580645	0.0	1.0
(-c*h-t*n)/(z-s) = x*(z-s)/(z-s)	6.0	8.333333333333334	45.333333333333336	0.0	1.0
(-c*j-h*r)/(z-t) = n*(z-t)/(z-t)	9.0	8.641975308641976	45.77777777777778	0.0	1.0
(-g*x+z*u)/(c-y) = j*(c-y)/(c-y)	4.0	25.0	83.75	0.0	1.0
(-h*r-c*j)/(z-t) = n*(z-t)/(z-t)	20.0	4.75	40.05	0.0	1.0
(-t*n-c*h)/(-s+z) = x*(-s+z)/(-s+z)	4.0	25.0	65.0	0.0	1.0
(-x*s+6u)/(w+u) = r*(w+u)/(w+u)	5.0	16.0	52.8	0.4	1.0
(0+4)*7	2.0	25.0	21.0	0.0	2.0
(1+2)*4	2.0	50.0	36.5	0.0	2.0
(1+4)*3	2.0	25.0	22.0	0.0	2.0
(1+4)*4	3.0	33.333333333333336	53.666666666666664	0.0	2.0
(1+4)*6	2.0	25.0	70.0	0.0	2.0
(1+5)*3	3.0	22.222222222222218	23.333333333333332	0.0	2.0
(1+sqrt((-1)^2-(-48)))/4 = x	4.0	18.75	37.0	0.75	1.0
(1-6)*-3	2.0	25.0	20.5	0.0	2.0
(10+8)*8	2.0	25.0	124.5	0.0	2.0
(11-sqrt(9))/2 = x	3.0	11.111111111111109	22.0	0.6666666666666666	1.0
(13-sqrt((-13)^2-4*1*22))/2 = x	2.0	50.0	25.5	0.0	1.0
(15R+975)/3 = 4000	2.0	25.0	29.0	0.0	2.0
(15X+975)/3 = 4000	7.0	6.122448979591836	26.857142857142858	1.0	2.0
(17/1)/c = c*x/c	2.0	50.0	23.0	0.0	1.0
(2+10)*8	2.0	25.0	26.0	0.0	2.0
(2+2)*3	2.0	0.0	77.0	0.0	2.0
(2+3)*4	2.0	25.0	32.5	0.0	2.0
(2+5)*3	2.0	50.0	24.0	0.0	2.0
(2+sqrt((-2)^2-(-20)))/2 = x	4.0	12.5	35.5	0.5	1.0
(2+sqrt(24))/2 = x	24.0	2.7777777777777772	21.583333333333332	0.4583333333333333	1.0
(2+sqrt(4+20))/2 = x	2.0	50.0	28.5	0.0	1.0
(2-sqrt((-2)^2-(-20)))/2 = x	2.0	0.0	28.0	0.0	1.0
(2/s+u)*s = y*s	13.0	0.0	20.53846153846154	1.6923076923076923	1.0
(2/s+u-u)*s = (y-u)*s	2.0	25.0	24.5	0.0	1.0
(2/t+v)*t = z*t	5.0	12.0	78.6	1.8	1.0
(23+C)*2456 = 85960	6.0	8.333333333333334	71.33333333333333	0.5	1.0
(2y-3)/2 = 5/2	7.0	0.0	77.14285714285714	2.4285714285714284	2.0
(2y-3+3)/2 = (5+3)/2	16.0	2.34375	41.0	0.25	1.0
(2y-3+3)/2 = 4	2.0	25.0	40.5	0.0	1.0
(2z+c)/2 = k/2	3.0	0.0	132.66666666666666	2.0	1.0
(3+10)*3	2.0	25.0	28.0	0.0	2.0
(3+2)*2	2.0	0.0	34.5	0.0	2.0
(3+3)*3	4.0	18.75	20.5	0.0	2.0
(3+4)*3	2.0	25.0	65.0	0.0	2.0
(3+4)*4	2.0	50.0	31.0	1.5	2.0
(3+4)*6	5.0	20.0	47.0	0.0	2.0
(3+5)*8	2.0	50.0	41.5	0.0	2.0
(3+6)*10 = x	2.0	50.0	26.0	0.0	1.0
(3+6)*2	2.0	25.0	26.5	0.5	2.0
(3+sqrt((-3)^2-(-4)))/2 = x	2.0	25.0	29.0	2.0	1.0
(3+sqrt((-3)^2-4*5*-1))/10 = x	3.0	33.333333333333336	23.0	0.0	1.0
(3+sqrt(9+4))/2 = x	3.0	11.111111111111109	63.0	1.0	1.0
(3G-120)*4.5 = 1500	3.0	11.111111111111109	33.666666666666664	1.0	1.0
(3w-2w)/w = 7w	2.0	25.0	120.5	1.0	1.0
(3x-2x)/x = 7x	2.0	0.0	71.5	0.5	1.0
(4+4)*2	3.0	22.222222222222218	51.333333333333336	0.0	2.0
(4+5)*6	2.0	50.0	50.0	0.0	2.0
(4+7)*8	2.0	50.0	84.0	0.0	2.0
(4+9)*-2	2.0	25.0	23.5	0.0	2.0
(4y+5r)/2 = (2v-9s)/2	2.0	0.0	156.0	4.0	3.0
(4y+5r+9s)/2 = 2v/2	28.0	3.316326530612245	29.0	0.07142857142857142	1.0
(5+1)*1	2.0	50.0	26.5	0.0	2.0
(5+10)*4	2.0	0.0	87.0	0.0	2.0
(5+2)*7	2.0	50.0	91.0	0.0	2.0
(5+3.60555128)/6 = x	24.0	2.9513888888888893	23.083333333333332	0.3333333333333333	1.0
(5+6)*3	2.0	50.0	30.0	0.0	2.0
(5+6)*5	2.0	50.0	39.5	0.0	2.0
(5+8)*1	3.0	33.333333333333336	23.666666666666668	0.6666666666666666	2.0
(5+8)*2	2.0	50.0	42.0	1.5	2.0
(5+9)*8	2.0	50.0	33.5	0.0	2.0
(5+sqrt((-5)^2-12))/6 = x	3.0	0.0	20.666666666666668	2.0	1.0
(5+sqrt((-5)^2-4*3*1))/6 = x	2.0	50.0	21.5	0.0	1.0
(5+sqrt(13))/6 = x	24.0	1.909722222222222	28.291666666666668	0.6666666666666666	1.0
(5-sqrt((-5)^2-4*3*1))/6 = x	2.0	25.0	40.5	0.0	1.0
(50+C)*0.13 = 30	3.0	33.333333333333336	37.666666666666664	0.0	1.0
(56+D)/4 = 64	2.0	0.0	25.0	3.5	2.0
(56+X)/4 = 64	3.0	33.333333333333336	28.333333333333332	0.0	2.0
(6+5)*6	2.0	50.0	22.5	0.0	2.0
(6+9)*10	2.0	0.0	22.0	1.5	2.0
(6+9)*7	2.0	50.0	22.0	0.0	2.0
(6u-x*s)/(u+w) = r*(u+w)/(u+w)	4.0	18.75	43.75	0.0	1.0
(6u-x*s)/(w+u) = r*(w+u)/(w+u)	36.0	2.3919753086419755	45.111111111111114	0.0	1.0
(7+0)*-6	2.0	25.0	20.5	0.0	2.0
(7+1)*7	2.0	50.0	25.0	0.0	2.0
(7+2)*2	2.0	0.0	27.0	0.0	2.0
(7+3)*2	3.0	33.333333333333336	46.666666666666664	1.0	2.0
(7+5)*9	3.0	33.333333333333336	45.666666666666664	0.0	2.0
(7+9)*2	2.0	50.0	30.5	0.0	2.0
(7+y*(b+n))/y = (r+f)/y	2.0	0.0	27.0	0.0	2.0
(7+y*b+y*n)/y = (r+f)/y	2.0	25.0	55.5	0.5	2.0
(7s+z)/7 = c/7	2.0	0.0	437.5	3.0	1.0
(8+6)*10	2.0	50.0	66.0	0.0	2.0
(8+sqrt((-8)^2-28))/14 = x	4.0	18.75	20.25	0.0	1.0
(8y-3)*y = n+r	62.0	0.8584807492195629	28.096774193548388	1.0806451612903225	1.0
(8z-3)*z = q+s	28.0	1.6581632653061225	45.392857142857146	1.5	1.0
(8z-3)*z-s = q+s-s	27.0	3.017832647462277	44.7037037037037	0.2962962962962963	2.0
(9+2)*6	2.0	50.0	28.5	0.0	2.0
(9+2)*8 = x	2.0	50.0	28.0	0.0	1.0
(9+4)*7	2.0	25.0	488.0	3.0	2.0
(9-sqrt((-9)^2-4*1*5))/2 = x	2.0	50.0	22.0	0.0	1.0
(9-sqrt((-9)^2-56))/2 = x	3.0	22.222222222222218	43.666666666666664	0.0	1.0
(A/(1/2))/h = b*h/h	3.0	33.333333333333336	193.66666666666666	3.6666666666666665	1.0
(B-12)*13.99 = 97.93	6.0	13.888888888888891	20.666666666666668	0.5	1.0
(D-100000)*0.3 = 1000000	2.0	25.0	21.0	0.0	1.0
(D/4-10)*4 = -20	5.0	12.0	20.8	0.0	1.0
(D/4-10)*4 = 0	5.0	4.0	28.8	1.0	1.0
(D/4-10)*4 = 20	5.0	16.0	26.2	0.6	1.0
(H-500000)*0.5 = 200000	2.0	50.0	94.5	0.0	1.0
(I-200)/5 = 160	2.0	0.0	39.0	4.5	2.0
(I-500000)*0.5 = 200000	2.0	50.0	28.5	0.0	1.0
(R/4-10)*4 = 20	2.0	25.0	49.0	1.5	2.0
(S/4-10)*4 = -20	2.0	25.0	24.5	0.0	2.0
(X+5)*25 = 425	2.0	25.0	22.0	0.0	1.0
(X+50)*0.13 = 24.96	2.0	25.0	46.5	0.0	1.0
(X+72)*1.25 = 250	2.0	50.0	20.5	0.0	1.0
(X-15)*60 = 2500	5.0	16.0	22.8	0.6	1.0
(X-200)/5 = 160	7.0	6.122448979591836	46.285714285714285	0.8571428571428571	1.0
(X-500000)*0.5 = 10	3.0	22.222222222222218	27.333333333333332	0.0	1.0
(X/4-10)*4 = 20	2.0	25.0	36.0	4.0	2.0
(a*h-7g)/h = q*k/h	2.0	0.0	165.0	5.5	3.0
(b*c-f*h)/(-g+d) = w*(-g+d)/(-g+d)	32.0	3.02734375	60.6875	0.0625	1.0
(b*c-f*h)/(d-g) = w*(d-g)/(d-g)	2.0	50.0	69.0	0.0	1.0
(c*j-n*q)/(-s-w) = u*(-s-w)/(-s-w)	10.0	10.0	38.9	0.0	1.0
(c*j-n*q)/(-w-s) = u*(-w-s)/(-w-s)	24.0	3.993055555555556	42.875	0.041666666666666664	1.0
(h*(m+3)+b)/h = a/h	8.0	3.125	37.25	1.25	1.0
(h*(m+3)+b-b)/h = (a-b)/h	2.0	0.0	64.0	1.5	1.0
(h*m+h*3)/h = (a-b)/h	3.0	0.0	56.333333333333336	0.6666666666666666	2.0
(h*m+h*3+b)/h = a/h	7.0	2.0408163265306123	60.285714285714285	2.2857142857142856	2.0
(h*q-n*t)/(m+s) = k*(m+s)/(m+s)	10.0	9.0	41.9	0.0	1.0
(h*q-n*t)/(s+m) = k*(s+m)/(s+m)	54.0	1.7146776406035666	45.72222222222222	0.07407407407407407	1.0
(h*s+5q)/(Z+S) = G*(Z+S)/(Z+S)	8.0	10.9375	73.5	0.5	1.0
(h*s+5q)/(s+z) = g*(s+z)/(s+z)	5.0	16.0	124.6	1.4	1.0
(h*s+5q)/(z+s) = g*(z+s)/(z+s)	137.0	0.5700889765038095	74.1970802919708	0.30656934306569344	1.0
(h+2b)/b = z	3.0	0.0	74.66666666666667	1.6666666666666667	1.0
(j*(n+3)+c)/j = b/j	6.0	8.333333333333334	261.0	3.0	1.0
(j*t+j*-w)/j = b/j	4.0	0.0	22.5	0.5	1.0
(j/c+2)*c = a*c	13.0	2.958579881656805	102.38461538461539	1.5384615384615385	2.0
(k*(-m-s)-n*t)/(-m-s) = (0-h*q)/(-m-s)	2.0	0.0	314.0	2.5	2.0
(k*(-m-s)-n*t)/(-m-s) = -h*q/(-m-s)	2.0	0.0	124.5	4.5	1.0
(m*h+56)/m = q/m	2.0	0.0	136.0	1.5	2.0
(m+n)/r = b	68.0	0.8217993079584776	30.691176470588236	0.9558823529411765	2.0
(n*j+56)/n = r/n	4.0	0.0	254.0	5.5	1.0
(n+q)/s = c	37.0	1.9722425127830532	22.64864864864865	0.4594594594594595	2.0
(n+q)/s*s = c*s	36.0	2.160493827160494	48.666666666666664	0.9722222222222222	1.0
(q-n)/(b+c) = z*(b+c)/(b+c)	3.0	33.333333333333336	28.333333333333332	0.0	1.0
(r*(-u-w)-x*s)/(-u-w) = -6u/(-u-w)	2.0	25.0	122.0	1.0	1.0
(r+s)*x = q	8.0	7.8125	29.75	0.875	1.0
(r+s)*x = q/x*x	8.0	9.375	44.25	1.625	1.0
(r/c+b)*c = d*c	21.0	1.587301587301587	44.904761904761905	0.8571428571428571	1.0
(s*v+r)/s = y/s	3.0	11.111111111111109	220.66666666666666	3.3333333333333335	3.0
(s/d+c)*d = f*d	7.0	10.204081632653061	123.14285714285714	1.4285714285714286	2.0
(t/m+j)*m = 623m	13.0	1.7751479289940828	33.15384615384615	0.7692307692307693	1.0
(u/n+k)*n = 623n	2.0	25.0	76.5	0.0	2.0
(v*k*h+v*h)/h = w	43.0	1.6224986479177934	33.04651162790697	0.27906976744186046	2.0
(w*m*j+w*j)/j = x	24.0	1.909722222222222	30.333333333333332	0.2916666666666667	2.0
(w*m*j+w*j)/j*j = x*j	13.0	5.325443786982248	109.07692307692308	0.15384615384615385	1.0
(y*(a+b)+m)/(a+b) = n/(a+b)	9.0	0.0	62.333333333333336	3.888888888888889	2.0
(y+n)/(Q+S) = R*(Q+S)/(Q+S)	7.0	12.244897959183673	112.28571428571429	0.0	1.0
(y+n)/(q+s) = r*(q+s)/(q+s)	143.0	0.6112768350530589	57.21678321678322	0.1888111888111888	1.0
(y+n)/(s+q) = r*(s+q)/(s+q)	2.0	25.0	102.5	3.0	1.0
(y-3) = m*(x-7)	90.0	0.8395061728395062	45.7	0.5333333333333333	3.0
(y-3) = m*x+m*-7	29.0	0.5945303210463734	80.79310344827586	2.103448275862069	1.0
(y-3) = m*x-7m	2.0	0.0	47.5	2.5	1.0
(y-3) = m*x-m*7	4.0	12.5	30.25	1.75	1.0
(y-3)+7m = m*x-7m+7m	2.0	50.0	60.5	0.0	1.0
(y-3)+m*7 = m*x-m*7+m*7	3.0	22.222222222222218	55.0	1.3333333333333333	1.0
(y-3)-m*-7 = m*x	18.0	2.4691358024691357	20.666666666666668	1.3333333333333333	1.0
(y-3)/m = (m*x+m*-7)/m	4.0	0.0	65.0	1.0	2.0
(y-3)/m = m*(x-7)/m	13.0	5.325443786982248	43.61538461538461	0.3076923076923077	1.0
(y-3)/m = x-7	46.0	1.3705103969754255	27.456521739130434	0.8043478260869565	1.0
(y-3)/m+7 = x-7+7	44.0	2.0144628099173554	36.77272727272727	0.4090909090909091	1.0
(y-3+7m)/m = m*x/m	3.0	33.333333333333336	69.33333333333333	0.6666666666666666	1.0
(y-50) = 50x-150	2.0	25.0	167.0	1.5	1.0
(y-b)/m = m*x/m	3.0	33.333333333333336	43.0	0.0	1.0
(z*g+z*u)/(16+j) = n*(16+j)/(16+j)	4.0	25.0	24.75	0.0	1.0
(z*g+z*u)/(j+16) = n*(j+16)/(j+16)	6.0	11.111111111111109	64.33333333333333	0.0	1.0
(z*u+z*g)/(16+j) = n*(16+j)/(16+j)	41.0	2.082093991671624	37.707317073170735	0.04878048780487805	1.0
(z*u+z*g)/(j+16) = n*(j+16)/(j+16)	10.0	10.0	99.0	0.2	1.0
(z*u-g*x)/(c-y) = j*(c-y)/(c-y)	24.0	3.993055555555556	37.208333333333336	0.0	1.0
(z-c)/-1 = y/-1	3.0	22.222222222222218	70.0	2.0	1.0
-(-3-sqrt(9-(-456)))/12 = x	2.0	25.0	27.5	1.5	1.0
-(z-c) = -y	2.0	0.0	31.0	4.5	3.0
-(z-c)/-1 = -y/-1	2.0	25.0	32.5	1.0	1.0
-0.05D = -125	24.0	3.125	25.125	0.125	2.0
-0.05T = -0.55	2.0	25.0	23.5	0.0	2.0
-0.1g+60 = 25	2.0	25.0	41.5	1.0	1.0
-0.25X = -10	2.0	25.0	20.5	0.0	2.0
-0.25y+10 = 20.5	2.0	50.0	30.5	0.0	1.0
-0.5L = 4	2.0	25.0	27.0	0.0	2.0
-0.5X = -10	8.0	9.375	21.5	0.0	2.0
-0.75T = -9.5	3.0	22.222222222222218	43.666666666666664	0.0	2.0
-0.7y/-0.7 = 6/-0.7	2.0	50.0	38.5	0.0	1.0
-0.9y = -9	2.0	25.0	24.0	0.0	2.0
-1 = -10y	2.0	25.0	33.5	0.0	2.0
-1 = -2+x	2.0	25.0	92.0	1.5	2.0
-1 = -3.1y	2.0	50.0	21.0	0.0	2.0
-1 = -3x	5.0	16.0	21.0	0.0	2.0
-1 = -4y	5.0	8.0	29.8	0.0	2.0
-1 = -5y	6.0	13.888888888888891	20.5	0.5	2.0
-1 = -6(x-8)	2.0	50.0	31.0	0.0	1.0
-1 = -7+y	4.0	6.25	25.0	0.75	2.0
-1 = -7x	5.0	0.0	40.8	0.6	2.0
-1 = -7y	6.0	8.333333333333334	20.5	0.5	2.0
-1 = -8+y	2.0	25.0	26.0	0.0	2.0
-1 = -8x	7.0	8.16326530612245	58.857142857142854	0.42857142857142855	2.0
-1 = -9+x	3.0	11.111111111111109	29.0	0.0	2.0
-1 = -x	5.0	4.0	48.0	0.6	3.0
-1 = -y-4	2.0	0.0	127.5	2.5	2.0
-1 = 2+y	2.0	0.0	78.5	4.5	2.0
-1 = 2x	8.0	9.375	63.375	0.375	2.0
-1 = 4(x+4)	2.0	25.0	30.5	1.5	1.0
-1 = 4x	5.0	12.0	34.2	0.6	2.0
-1 = 7x	6.0	11.111111111111109	30.5	0.5	2.0
-1 = 9+y	2.0	25.0	35.5	1.0	2.0
-1 = x-3	3.0	11.111111111111109	84.33333333333333	2.6666666666666665	2.0
-1 = x-6	2.0	50.0	21.0	0.0	2.0
-1 = x-7	3.0	11.111111111111109	36.0	2.0	2.0
-1 = x/4	2.0	0.0	42.5	1.5	2.0
-1 = y+10	3.0	11.111111111111109	153.66666666666666	1.0	2.0
-1 = y+3	3.0	11.111111111111109	22.666666666666668	1.0	2.0
-1 = y-10	2.0	0.0	88.5	0.0	2.0
-1 = y-2	2.0	25.0	63.0	0.0	2.0
-1 = y-4	3.0	11.111111111111109	26.666666666666668	1.0	2.0
-1 = y-9	2.0	25.0	32.5	1.0	2.0
-1 = y/5	5.0	16.0	37.4	0.0	2.0
-1(-1-4)	2.0	50.0	35.5	0.0	2.0
-1(-7-5)	2.0	50.0	25.5	0.0	2.0
-1(-7-9)	2.0	25.0	33.0	1.0	2.0
-1(0-6)	2.0	25.0	41.5	0.0	2.0
-1*-5-4	2.0	0.0	36.0	0.0	1.0
-1*-5-9	2.0	50.0	28.0	0.0	1.0
-1*-9-6	2.0	25.0	23.0	0.0	1.0
-1+10 = y	2.0	25.0	31.5	0.0	2.0
-1+10 = y-10+10	2.0	25.0	226.5	3.0	1.0
-1+2 = -2+x+2	2.0	25.0	142.0	2.0	2.0
-1+3x = 9	2.0	0.0	31.5	1.5	2.0
-1+4 = -6x-4+4	2.0	50.0	77.5	0.0	1.0
-1+4 = y-4+4	2.0	25.0	85.5	2.0	2.0
-1+6 = x	2.0	25.0	22.5	0.5	2.0
-1+7 = -7+y+7	2.0	25.0	49.5	4.0	2.0
-1+x = -9	2.0	50.0	119.0	0.0	2.0
-1+x+1 = -9+1	2.0	50.0	142.5	0.0	1.0
-1+x+1 = 0+1	2.0	25.0	23.5	0.0	1.0
-1+y = -3	2.0	0.0	75.5	0.0	2.0
-1+y+1 = -3+1	2.0	25.0	52.5	0.0	1.0
-1+y/5 = 9	2.0	25.0	26.5	0.0	1.0
-1-(-7) = -7+y-(-7)	2.0	25.0	48.0	0.0	1.0
-1-1 = 1+y-1	3.0	22.222222222222218	24.333333333333332	1.3333333333333333	1.0
-1-1 = y	2.0	50.0	22.5	1.0	2.0
-1-10 = -5y+10-10	2.0	50.0	45.0	0.0	1.0
-1-10 = y+10-10	2.0	50.0	26.5	0.0	1.0
-1-2 = 2+y-2	2.0	25.0	169.0	5.0	2.0
-1-2 = y	2.0	50.0	48.5	0.0	2.0
-1-3 = y+3-3	2.0	25.0	50.0	2.0	2.0
-1-4 = x+4-4	2.0	50.0	78.0	2.0	1.0
-1-6 = -6y+6-6	2.0	50.0	61.5	0.0	1.0
-1-8*2	2.0	50.0	57.5	0.0	1.0
-1-9 = 9+y-9	2.0	25.0	54.5	2.5	1.0
-1-9 = x+9-9	2.0	25.0	45.0	0.0	1.0
-1.5H = 33	4.0	12.5	22.25	0.0	2.0
-1/-10 = -10y/-10	2.0	50.0	53.0	0.0	1.0
-1/-2 = -2y/-2	2.0	25.0	31.5	1.0	1.0
-1/-4 = -4x/-4	2.0	50.0	91.5	3.5	1.0
-1/-4 = -4y/-4	3.0	22.222222222222218	49.333333333333336	0.0	1.0
-1/-5 = -5y/-5	4.0	12.5	31.5	0.0	1.0
-1/-6 = -6y/-6	2.0	50.0	29.0	0.0	1.0
-1/-7 = -7y/-7	3.0	22.222222222222218	37.333333333333336	0.0	1.0
-1/-9 = -9y/-9	2.0	50.0	24.5	0.0	1.0
-1/100*H+60 = 25	3.0	33.333333333333336	20.666666666666668	0.0	1.0
-1/2 = -3/10+x	2.0	25.0	75.5	1.5	1.0
-1/2 = 2x/2	5.0	16.0	27.2	0.0	1.0
-1/2 = 2y/2	3.0	22.222222222222218	37.666666666666664	0.0	1.0
-1/2*C+10 = 14	2.0	0.0	25.0	0.0	1.0
-1/2*D+10 = 0	18.0	4.938271604938271	24.27777777777778	0.0	1.0
-1/2*J+10 = 0	3.0	33.333333333333336	29.666666666666668	0.0	2.0
-1/2*J+10 = 14	4.0	25.0	46.0	0.0	1.0
-1/3 = 3x/3	4.0	18.75	38.0	0.0	1.0
-1/4 = 4(x+4)/4	2.0	50.0	47.0	0.0	1.0
-1/6 = 6x/6	2.0	50.0	62.0	0.0	1.0
-1/6.8 = 6.8y/6.8	2.0	50.0	72.0	0.0	1.0
-1/7 = 7y/7	6.0	8.333333333333334	52.5	1.0	1.0
-1/8 = 8x/8	2.0	25.0	24.5	0.0	1.0
-10 = -2x	2.0	50.0	40.0	0.0	2.0
-10 = -3y	3.0	11.111111111111109	36.333333333333336	0.0	2.0
-10 = -4x	5.0	8.0	59.0	1.4	2.0
-10 = -5y+8	2.0	50.0	25.0	0.0	1.0
-10 = -7x	3.0	22.222222222222218	27.333333333333332	1.3333333333333333	2.0
-10 = -8x	3.0	11.111111111111109	40.666666666666664	0.0	2.0
-10 = -9x	4.0	12.5	27.75	1.25	2.0
-10 = -9y	3.0	0.0	44.333333333333336	0.6666666666666666	2.0
-10 = -y	3.0	22.222222222222218	47.333333333333336	0.0	3.0
-10 = 11.1y	2.0	50.0	53.0	0.0	2.0
-10 = 14A-110	2.0	25.0	74.5	2.5	2.0
-10 = 3x	2.0	25.0	79.0	0.0	2.0
-10 = 4y	2.0	25.0	43.0	0.0	2.0
-10 = 5y	3.0	11.111111111111109	23.0	2.0	2.0
-10 = 9+y	2.0	25.0	93.5	0.0	2.0
-10 = x-4	2.0	50.0	97.5	0.0	2.0
-10 = x/-2	2.0	25.0	24.5	4.0	2.0
-10 = x/3	2.0	25.0	26.5	1.5	2.0
-10 = y+3	2.0	0.0	102.0	4.5	2.0
-10 = y-9	2.0	0.0	33.0	0.0	2.0
-10 = y/10	2.0	50.0	20.5	0.0	2.0
-10+0.25S = 0	5.0	20.0	35.8	0.0	2.0
-10+36	2.0	50.0	20.5	0.0	1.0
-10+X = 20	2.0	0.0	30.5	3.0	2.0
-10+x+10 = 8+10	2.0	50.0	24.5	0.0	1.0
-10-14M = -110	6.0	8.333333333333334	24.5	0.5	2.0
-10/-1 = -x/-1	2.0	50.0	69.5	0.0	1.0
-10/-4 = -4x/-4	3.0	22.222222222222218	175.33333333333334	3.3333333333333335	1.0
-10/-7 = -7y/-7	2.0	50.0	22.0	0.0	1.0
-10/-8 = -8x/-8	2.0	50.0	59.0	0.0	1.0
-10/-9 = -9y/-9	2.0	25.0	38.0	3.0	1.0
-10/2 = 2y/2	3.0	22.222222222222218	22.0	2.3333333333333335	1.0
-10/3 = 3x/3	2.0	25.0	51.5	1.0	1.0
-10/4 = 4y/4	2.0	25.0	53.5	3.0	1.0
-10/6 = 6x/6	2.0	50.0	22.0	0.0	1.0
-10/7 = 7x/7	2.0	50.0	28.5	0.0	1.0
-10/7 = 7y/7	2.0	50.0	85.5	0.5	1.0
-100+0.75D = 350	3.0	11.111111111111109	29.666666666666668	0.0	1.0
-100+0.75S = 350	5.0	16.0	22.4	0.6	2.0
-10X/-10 = 0/-10	3.0	11.111111111111109	24.0	0.0	1.0
-10x = -2	4.0	12.5	24.25	0.0	2.0
-10x = -4	3.0	11.111111111111109	131.33333333333334	1.0	2.0
-10x = -5	3.0	11.111111111111109	33.666666666666664	1.6666666666666667	2.0
-10x = -7	3.0	11.111111111111109	34.0	2.0	2.0
-10x = 10	4.0	12.5	30.75	0.0	2.0
-10x/-10 = -2/-10	2.0	50.0	22.0	0.0	1.0
-10x/-10 = 0/-10	3.0	22.222222222222218	34.666666666666664	0.0	1.0
-10y = -14	3.0	22.222222222222218	21.0	0.6666666666666666	2.0
-10y = -5	2.0	0.0	37.5	0.0	2.0
-10y = -7	2.0	0.0	64.5	0.0	2.0
-10y = 10	5.0	16.0	27.4	1.0	2.0
-10y = 3	2.0	25.0	51.5	0.0	2.0
-10y = 7	2.0	25.0	21.0	0.0	2.0
-10y+9 = -7	2.0	25.0	31.0	0.0	1.0
-10y/-10 = -3/-10	3.0	33.333333333333336	30.666666666666668	0.0	1.0
-10y/-10 = 10/-10	2.0	25.0	23.0	2.0	1.0
-11 = -4y	3.0	0.0	29.666666666666668	1.0	2.0
-11 = -5y	4.0	6.25	29.25	0.0	2.0
-11 = -6x	4.0	12.5	28.75	0.0	2.0
-11 = -6y	2.0	25.0	22.5	1.5	2.0
